Sample,Year,Area,pH,Temperature,logfO2,HCO3-_(input),SiO2_(input),F-_(input),Cl-_(input),Br-_(input),SO4-2_(input),NO2-_(input),NO3-_(input),Li+_(input),Na+_(input),NH4+_(input),K+_(input),Mg+2_(input),Ca+2_(input),Fe+2_(input),HS-_(input),rho_(input),redox_(input),redox_(input),redox_(input),Br-,Br3-,BrO-,BrO3-,BrO4-,CO,CO2,CO3-2,Ca(CO3),Ca(HCO3)+,Ca(HSiO3)+,Ca+2,CaCl+,CaCl2,CaF+,CaOH+,CaSO4,Cl-,ClO-,ClO2-,ClO3-,ClO4-,F-,Fe+2,Fe+3,FeCl+,FeCl2,FeF+,FeF+2,FeO,FeO+,FeO2-,FeOH+,FeOH+2,H+,H2,H2N2O2,H2O,H2O2,H2S,HBrO,HCO3-,HCl,HClO,HF,HF2-,HFeO2,HFeO2-,HN2O2-,HNO2,HNO3,HO2-,HS-,HSO3-,HSO4-,HSO5-,HSiO3-,K+,KBr,KCl,KHSO4,KOH,KSO4-,Li+,LiCl,LiOH,Mg(CO3),Mg(HCO3)+,Mg(HSiO3)+,Mg+2,MgCl+,MgF+,MgOH+,MgSO4,N2,N2O2-2,NH3,NH4+,NO2-,NO3-,Na+,NaBr,NaCl,NaF,NaHSiO3,NaOH,NaSO4-,O2,OCN-,OH-,S2O5-2,S2O6-2,S2O8-2,SO2,SO3-2,SO4-2,SiF6-2,SiO2,akermanite,andradite,anhydrite,anthophyllite,antigorite,aragonite,artinite,brucite,calcite,chalcedony,chrysotile,coesite,cristobalite,"cristobalite,alpha","cristobalite,beta",diopside,dolomite,enstatite,fluorite,forsterite,goethite,halite,hematite,huntite,hydromagnesite,magnesite,magnetite,merwinite,monticellite,nesquehonite,periclase,pyrite,quartz,sepiolite,sylvite,talc,tremolite,wollastonite,DEFAULT,HS-/SO4-2,NH4+/NO3-,NO2-/NO3-,%CI of mean,%CI of total,Charge imbalance,IS (molal),Mean charge,Sigma(mz) anions,Sigma(mz) cations,Total charge,stoichiometric IS (molal)
100112AI,0.0,0.0,8.5,29.0,-6.0,0.00262377,0.000200495,1.05e-06,0.001159741,0.0,0.000463755,0.0,0.0,7.64e-06,0.000813064,0.0,2.79e-05,0.001601728,0.000372345,0.0,3.33e-07,0.9959529534749244,0,-6.0000E+00,Log fO2 (log bars) [from logfO2 column],,,,,,-47.7466,-4.8134,-4.4504,-4.7009,-5.205,-7.3653,-3.6215,-6.8639,-10.2116,-8.9439,-7.7806,-5.0386,-2.9739,-22.3916,-34.7537,-33.4394,-36.3939,-6.027,,,,,,,,,,,,-8.5,-41.0183,,-5.2733000000000005e-05,-20.8623,-8.0806,,-2.6453,-12.1961,-23.3658,-11.3215,-17.9523,,,,,,-23.9841,-6.5263,-46.3692,-10.0122,-33.4666,-4.7693,-4.5955,,-10.0568,-18.0264,-10.3955,-7.2489,-5.1561,-9.6252,-10.1814,-4.4136,-4.5635,-6.474,-2.9722,-6.0681,-7.6288,-6.0075,-4.2678,,,,,,,-3.1302,,-6.8645,-10.1325,-6.1096,-8.711,-5.9583,-8.9183,,-5.3776,-97.5691,-70.2337,-50.6022,-52.9622,-45.1059,-3.5491,-47.7395,-3.7428,,,-3.88131,3.8184199999999997,107.00307,0.4199,-3.3821199999999996,-2.79057,0.61915,-0.08296,5.55593,-0.81913,-0.46208,-0.46208,-1.06209,-0.95235,3.80079,-1.14499,-7.8154,-4.2270199999999996,,,,1.36847,-6.3514800000000005,0.96172,,,-7.538530000000001,-2.80064,-9.633,,0.28728000000000004,5.14424,,8.87111,9.46617,-5.428030000000001,0.627,-0.303,,,-0.7478,-0.3739,-3.3865979165e-05,0.0067911,0.004528922687,-0.0045458556765,0.0045119896974,0.0090578453739,0.00725152
100115AW,0.0,0.0,8.5,17.5,-6.0,0.0,3.39e-05,0.0,0.00735519,0.0,0.000138169,0.0,0.0,4.61e-06,0.004509966,0.0,0.000142392,0.00031438,0.001652757,0.0,0.0,0.9987197638881592,0,-6.0000E+00,Log fO2 (log bars) [from logfO2 column],,,,,,,,,,,-7.5953,-2.9589,-5.4498,-7.9082,,-7.6506,-4.948,-2.1782,-22.0041,-34.6474,-33.0757,-35.8567,,,,,,,,,,,,,-8.5,-42.948,,-0.000105457,-21.5121,,,,-11.3342,-22.8834,,,,,,,,-24.8505,,-48.8451,-10.6857,-34.9151,-5.6521,-3.8944,,-8.6962,-18.1366,-10.135,-7.102,-5.3827,-9.0849,-10.7942,,,-8.0365,-3.6724,-5.9753,,-7.1381,-5.5431,,,,,,,-2.3928,,-5.3627,,-6.1022,-8.3607,-5.7874,-8.8304,,-5.7655,,-73.7905,-52.9628,-55.5474,-47.5249,-4.0893,,-4.5141,,,-3.7259300000000004,,-6.663410000000001,,,-4.63051,,-0.80052,-1.45011,-1.53411,-1.18536,-1.18536,-1.80418,-4.19844,,-3.7931,,-8.80833,,-8.15205,,,,,,,,,,,-0.43028999999999995,-6.254630000000001,-9.08036,0.35772,-5.54437,-6.04464,0.659,,,,11.8218,5.9109,0.00095442935941,0.0101433,0.0080734498205,-0.0075962351408,0.0085506645002,0.016146899641,0.0102193
100107D,0.0,0.0,8.6,25.6,-6.0,0.003082995,0.00034662,3.14e-06,0.002981277,0.0,0.000822143,0.0,0.0,1.01e-05,0.003240552,0.0,7.37e-05,0.001522321,0.000838087,0.0,0.0,0.9969044682993801,0,-6.0000E+00,Log fO2 (log bars) [from logfO2 column],,,,,,-48.3474,-4.8374,-4.3224,-4.2906,-4.8373,-6.7657,-3.3081,-6.1625,-9.082,-8.1721,-7.5205,-4.517,-2.5715,-22.1068,-34.5501,-33.1617,-36.0663,-5.5575,,,,,,,,,,,,-8.6,-41.575,,-9.37266e-05,-21.0492,,,-2.5881,-11.8763,-23.1547,-10.9795,-17.1544,,,,,,-24.1321,,-46.81,-9.9339,-33.6123,-4.4785,-4.1828,,-9.2815,-17.5764,-10.0086,-6.6229,-5.0431,-9.1191,-10.0789,-4.3622,-4.5692,-6.2381,-3.0313,-5.7272,-7.2228,-6.091,-4.1194,,,,,,,-2.5388,,-5.8806,-9.0855,-5.1844,-8.1302,-5.1571,-8.8944,,-5.3879,-98.4432,-70.7126,-50.7368,-53.5364,-45.4284,-3.3304,-44.9568,-3.5193,,,-3.15992,6.2896,116.47689,0.9888600000000001,-3.36812,-2.86648,1.18608,0.31113,6.1012699999999995,-0.42428,-0.06969,-0.06969,-0.6751199999999999,0.2091,4.374,-0.8538899999999999,-5.98246,-4.03979,,-9.1465,,1.9381400000000002,-6.3606,0.9653299999999999,,,-6.77853,-2.6490400000000003,-9.73675,,0.68138,7.285260000000001,,10.182910000000001,13.09945,-4.563359999999999,0.631,,,,1.764,0.882,0.00013247651772,0.010397499999999999,0.007510063915199999,-0.0074438256563,0.0075763021741,0.01502012783,0.0111615
090119T,0.0,0.0,8.6,24.8,-6.0,0.002783861,0.000238522,0.0,0.001941063,1.26e-06,0.000342883,0.0,3.87e-05,5.04e-07,0.001842776,0.0,4.61e-05,0.001540835,0.000259481,0.0,0.0,0.9971129074866629,0,-6.0000E+00,Log fO2 (log bars) [from logfO2 column],-5.9374,-32.3657,-21.3094,-36.4398,-56.8618,-48.5124,-4.8649,-4.3617,-4.8113,-5.344,-7.4057,-3.7822,-6.8195,-9.9125,,-8.0311,-5.3417,-2.7512,-22.3145,-34.7771,-33.3711,-36.2638,,,,,,,,,,,,,-8.6,-41.7077,-59.3199,-6.637699999999999e-05,-21.0937,,-21.3236,-2.6203,-12.0517,-23.3561,,,,,-57.765,,-14.3512,-24.1914,,-47.2915,-10.2915,-34.0233,-4.6435,-4.3783,-12.0525,-9.6661,-18.1392,-10.2342,-7.1678,-6.3379,-10.5957,-11.4001,-4.3649,-4.5614,-6.3612,-2.9906,-5.8665,,-6.0799,-4.4295,-11.5998,-60.1765,,,,-4.4511,-2.776,-10.0659,-6.2998,,-5.5762,-8.3939,-5.7446,-8.8885,-67.3958,-5.4144,-99.4045,-71.5797,-51.5218,-54.0257,-45.9058,-3.6787,,-3.6766,,,-4.284,4.64406,109.41876,0.2796,-3.3751800000000003,-2.8746,0.47635,0.11697,5.685,-0.61826,-0.26425,-0.26425,-0.87097,-0.8949299999999999,3.6456,-1.06255,,-4.26314,,-9.68782,,1.16864,-6.43349,0.94604,,,-7.690110000000001,-2.6335,-9.7514,,0.48722,6.10665,,9.3732,10.08133,-5.46005,0.633,,,,-1.8924,-0.9462,-0.00010022302384000001,0.00731837,0.0052960115983000005,-0.0053461231102000005,0.0052459000864,0.010592023197,0.00768331
090120W,0.0,0.0,8.7,24.2,-6.0,0.002829192,0.000397358,3.04e-06,0.003398233,1.86e-06,0.000819948,0.0,0.0,1.09e-06,0.003364932,0.0,8.7e-05,0.00169101,0.000718563,0.0,0.0,0.9972652483932242,0,-6.0000E+00,Log fO2 (log bars) [from logfO2 column],-5.7748,-32.059,-21.1564,-36.2964,-56.7468,-48.7218,-4.9708,-4.2767,-4.3268,-4.9489,-6.7035,-3.3773,-6.1808,-9.0328,-8.2607,-7.5537,-4.5941,-2.515,-22.0994,-34.5766,-33.1573,-36.041,-5.5727,,,,,,,,,,,,-8.7,-41.8076,,-9.656879999999999e-05,-21.1274,,-21.2638,-2.6298,-11.9122,-23.2361,-11.1059,-17.3019,,,,,,-24.1362,,-47.1474,-10.0541,-33.8261,-4.3456,-4.1112,-11.6277,-9.1699,-17.6419,-9.8899,-6.5571,-6.0104,-10.0335,-10.9926,-4.2791,-4.5677,-6.0586,-2.9869,-5.6269,-7.1949,-5.9985,-4.0833,,,,,,,-2.5232,-9.6532,-5.8124,-9.0907,-5.0177,-8.0611,-5.1488,-8.884,,-5.3344,-99.115,-71.2192,-51.0994,-53.9873,-45.6586,-3.3343,-45.3406,-3.4729,,,-3.26425,8.56583,130.33025,0.94085,-3.02605,-2.6454400000000002,1.13724,0.40993999999999997,6.95578,-0.32515,0.028419999999999997,0.028419999999999997,-0.57927,0.6986399999999999,4.411919999999999,-0.54514,-6.07536,-3.5214199999999996,,-9.00095,,2.14298,-5.775530000000001,1.0509899999999999,,,-6.39078,-2.5026599999999997,-9.52707,,0.7801899999999999,8.794960000000001,,11.226180000000001,15.121189999999999,-4.38488,0.629,,,,2.1343,1.0672,0.00016448413332,0.010643099999999999,0.007706614558699999,-0.007624372492,0.007788856625399999,0.015413229117,0.0114194
120114O,0.0,0.0,8.7,23.0,-6.0,0.002821101,0.000137794,4.61e-07,0.00129783,2.23e-06,0.000311093,0.0,0.0001,6.48e-07,0.001190639,0.0,4.08e-05,0.00145073,0.000302,0.0,0.0,0.9975594842024315,0,-6.0000E+00,Log fO2 (log bars) [from logfO2 column],-5.6876,-31.7598,-21.0889,-36.2482,-56.7554,-48.9086,-4.9494,-4.2738,-4.6711,-5.2716,-7.503,-3.7136,-6.9308,-10.1821,-9.4101,-7.9454,-5.3109,-2.9241,-22.551,-35.0574,-33.6113,-36.477,-6.3824,,,,,,,,,,,,-8.7,-42.0084,-59.0721,-5.60155e-05,-21.195,,-21.1825,-2.6159,-12.3144,-23.6778,-11.9252,-18.936,,,-57.4365,,-14.0545,-24.2263,,-47.7261,-10.4452,-34.2978,-4.8077,-4.4292,-11.8686,-9.9111,-18.3653,-10.2536,-7.2537,-6.2267,-10.6619,-11.249,-4.3072,-4.5795,-6.5436,-3.0119,-6.0613,-8.0305,-6.0683,-4.4891,-11.0954,-59.7795,,,,-4.0369,-2.9634,-10.0118,-6.6649,-10.3454,-5.9041,-8.5415,-5.9689,-8.8749,-67.5736,-5.3747,,-72.2313,-51.987,-54.5774,-46.2313,-3.7114,-50.5962,-3.9234,,,-4.23445,2.95866,104.23868,0.47573000000000004,-3.18813,-2.77615,0.6714100000000001,-0.16998,5.39843,-0.9048,-0.55209,-0.55209,-1.16174,-1.14016,3.8852599999999997,-1.26529,-8.688310000000001,-4.3821,,,,1.48904,-6.1348400000000005,0.9892299999999999,,,-7.65218,-2.51233,-9.66751,,0.20027,4.82065,,8.501380000000001,8.71829,-5.50547,0.632,,,,-5.7165,-2.8583,-0.00026375371768,0.0065683,0.004613887713,-0.0047457645718,0.0044820108542,0.009227775426,0.00693325
140116C,0.0,0.0,8.7,27.3,-6.0,0.004746136,0.000279,0.0,0.00154,9.28e-07,0.00068,0.0,0.00016,5.47e-07,0.00137,1.16e-06,9.82e-05,0.00268,0.000634,3.58e-07,6.28e-07,0.9964417779484255,0,-6.0000E+00,Log fO2 (log bars) [from logfO2 column],-6.0774,-33.062,-21.4092,-36.5001,-56.8052,-47.993,-4.7729,-4.0334,-4.1378,-4.8136,-6.9044,-3.4598,-6.5952,-9.8159,,-7.4951,-4.7712,-2.8596,-22.3358,-34.7383,-33.3871,-36.3169,,-18.1935,-20.757,-21.201,-31.945,,,-21.0528,-8.9102,-7.3596,-18.7408,-14.207,-8.7,-41.2953,-57.7799,-8.62557e-05,-20.9552,-7.9878,-21.5513,-2.4139,-12.2733,-23.497,,,-6.5112,-21.1232,-56.0989,,-13.8179,-23.9073,-6.2556,-46.7367,-10.1215,-33.6874,-4.4676,-4.0592,-11.8525,-9.426,-17.6199,-9.7216,-6.6044,-6.3106,-10.6701,-11.1908,-3.8339,-4.1628,-5.9989,-2.8007,-5.7836,,-5.6979,-3.991,-10.411,-58.3681,-6.5744,-6.0989,,-3.8423,-2.9136,-10.3319,-6.5386,,-5.57,-8.3493,-5.6353,-8.9065,-66.0,-5.2323,-98.3002,-70.7682,-50.9655,-53.5464,-45.264,-3.4381,,-3.6248,,12.053519999999999,-3.5097199999999997,9.95357,145.14498999999998,1.19793,-1.92408,-2.1391299999999998,1.3961700000000001,0.12332,7.915260000000001,-0.61246,-0.25664000000000003,-0.25664000000000003,-0.85935,0.75755,5.34256,-0.30083000000000004,,-2.74542,7.0212699999999995,,14.776539999999999,4.43168,-2.62017,1.7251299999999998,-0.40739000000000003,,-6.03861,-1.96317,-8.995519999999999,32.539120000000004,0.49357,9.02784,,11.63212,15.646279999999999,-4.56515,0.62,-0.314,0.249,,-1.3997,-0.6999,-0.00010311383244,0.010940700000000001,0.0073667885867,-0.007418345503,0.0073152316705,0.014733577173,0.012144499999999999
090118P,0.0,0.0,8.8,20.2,-6.0,0.003676899,0.00016934,2.08e-06,0.005530466,3.63e-06,0.00034541,0.0,0.0,5.01e-07,0.004349369,0.0,0.000103764,0.002147706,0.000416667,0.0,0.0,0.9981900054667731,0,-6.0000E+00,Log fO2 (log bars) [from logfO2 column],-5.4866,-31.2659,-20.9342,-36.139,-56.7807,-49.3865,-4.9355,-4.1054,-4.4398,-5.0884,-7.2799,-3.6257,-6.2352,-8.845,-8.6891,-7.8887,-5.2418,-2.306,-22.0334,-34.6089,-33.0994,-35.9224,-5.742,,,,,,,,,,,,-8.8,-42.4829,,-0.00012247200000000002,-21.355,,-21.0946,-2.5206,-11.7795,-23.2365,-11.4069,-17.7895,,,,,,-24.34,,-48.3131,-10.5889,-34.6319,-4.6707,-4.0366,-11.2985,-8.9338,-18.1499,-9.8699,-6.8757,-6.3507,-10.1746,-11.3683,-4.0265,-4.3592,-6.2751,-2.886,-5.3175,-7.2656,-5.9482,-4.3829,,,,,,,-2.4134,-9.2734,-5.5043,-9.1659,-5.1792,-7.9871,-5.4364,-8.8528,,-5.3707,,-73.0626,-52.5239,-55.2907,-46.705,-3.7229,-46.9609,-3.8591,,,-4.129169999999999,5.63315,119.74888,0.79475,-2.58413,-2.56474,0.98877,-0.00548,6.3493,-0.73968,-0.38899,-0.38899,-1.00327,-0.42451000000000005,4.5275300000000005,-0.9112600000000001,-6.737589999999999,-3.8391599999999997,,-8.437669999999999,,2.7680700000000003,-4.59072,1.31198,,,-7.10683,-2.0692,-9.47839,,0.36476,6.71738,-9.56888,9.763869999999999,11.410860000000001,-5.1483300000000005,0.634,,,,-6.327,-3.1635,-0.00059763837195,0.0121805,0.009445783765999999,-0.009744602952000001,0.00914696458,0.018891567531999998,0.012791
100114AR,0.0,0.0,8.8,21.5,-6.0,0.00303915,7.85e-05,0.0,0.005185816,0.0,0.000518735,0.0,1.29e-05,7.92e-06,0.005428436,0.0,0.000104964,0.001485291,0.000445725,0.0,2.72e-07,0.9979072170834489,0,-6.0000E+00,Log fO2 (log bars) [from logfO2 column],,,,,,-49.2437,-5.0221,-4.1705,-4.4572,-5.1301,-7.5694,-3.5895,-6.2209,-8.8683,,-7.7913,-5.0076,-2.3327,-22.0131,-34.5565,-33.0765,-35.9195,,,,,,,,,,,,,-8.8,-42.2617,-61.3909,-0.000120033,-21.2803,-8.3708,,-2.5984,-11.8141,-23.2274,,,,,-59.6718,,-15.0685,-24.2402,-6.6191,-47.8967,-10.3793,-34.3335,-4.9972,-4.0305,,-8.9388,-17.9187,-9.8129,-6.6735,-5.1504,-8.9979,-10.1235,-4.2422,-4.5936,-6.7612,-3.0428,-5.501,,-6.0558,-4.3413,-13.1979,-61.9416,,,,-4.9362,-2.3156,,-5.4297,,-5.4256,-7.8447,-5.1412,-8.8632,-68.9732,-5.3258,,-72.3896,-51.9883,-54.8622,-46.2947,-3.5282,,-4.1982,,,-3.8189,1.01019,98.05851,0.76862,-2.98555,-2.6694299999999997,0.96341,-0.49881000000000003,5.05437,-1.2333,-0.8816700000000001,-0.8816700000000001,-1.49379,-1.3673,4.23692,-1.4991,,-4.52123,,-8.38392,,1.9529900000000002,-5.77188,1.0477299999999998,,,-7.55362,-2.38938,-9.57272,,-0.12855999999999998,3.30891,-9.65851,7.49035,7.25232,-5.50122,0.631,-0.306,,,-0.8658,-0.4329,-7.8695336332e-05,0.011388200000000001,0.009089598459200002,-0.009128946127400001,0.009050250791,0.018179196918,0.0118925
090122B,0.0,0.0,8.8,17.1,-6.0,0.003247974,9.72e-05,0.0,0.009359947,3.42e-06,0.000677677,0.0,0.0,3.03e-06,0.008898306,0.0,0.000167168,0.001776589,0.00011976,0.0,0.0,0.9987913941096049,0,-6.0000E+00,Log fO2 (log bars) [from logfO2 column],-5.5173,-31.2531,-21.0171,-36.2732,-57.0663,-49.9678,-4.9625,-4.1863,-5.1032,-5.6915,-8.1214,-4.1807,-6.5775,-8.9367,,-8.5918,-5.5175,-2.0827,-21.9233,-34.5767,-32.9957,-35.7705,,,,,,,,,,,,,-8.8,-43.0176,,-0.000179674,-21.5357,,-21.1394,-2.57,-11.536,-23.0991,,,,,,,,-24.5822,,-48.5614,-10.337,-34.5942,-4.9563,-3.836,-11.1547,-8.5471,-17.7342,-9.7929,-6.3907,-5.5747,-9.1823,-10.7004,-4.2231,-4.5096,-6.6545,-2.9873,-5.1944,,-6.1685,-4.2057,,,,,,,-2.1084,-9.0128,-4.9838,,-5.1163,-7.7905,-4.8505,-8.8269,,-5.4799,,-73.1729,-52.302,-55.5673,-46.9395,-3.4361,,-4.1144,,,-4.48097,0.76167,92.24945,-0.0788,-3.2206200000000003,-2.95415,0.11339,-0.25701999999999997,4.66429,-0.99051,-0.6420600000000001,-0.6420600000000001,-1.26155,-2.2917099999999997,3.33066,-1.57623,,-4.91818,,-7.6346300000000005,,0.91395,-6.22987,0.98816,,,-8.72873,-2.26048,-9.89211,,0.11320999999999999,3.72053,-8.85724,7.556780000000001,5.467969999999999,-6.35538,0.643,,,,-9.8126,-4.9063,-0.0012913701015,0.0155778,0.013160369052,-0.013806054103,0.012514684001,0.026320738105,0.0160809
140111G,0.0,0.0,8.9,22.6,-6.0,0.004106008,0.000276,0.0,0.00153,1.04e-06,0.000326,3.14e-07,4.9e-05,5.33e-07,0.00153,5.66e-07,4.07e-05,0.00214,0.000359,3.58e-07,9.37e-08,0.9976544182819834,0,-6.0000E+00,Log fO2 (log bars) [from logfO2 column],-6.0236,-33.1548,-21.4314,-36.5972,-57.1235,-49.0356,-5.0066,-3.9374,-4.3158,-5.109,-7.0181,-3.6911,-6.8434,-10.025,,-7.7415,-5.3023,-2.8577,-22.4988,-35.0151,-33.5599,-36.4196,,-18.5016,-20.9872,-21.514,-32.5184,,,-21.2786,-8.9637,-7.2833,-18.9909,-14.3556,-8.9,-42.0757,-60.1867,-7.451180000000001e-05,-21.2176,-8.943,-21.7203,-2.4757,-12.4456,-23.8223,,,-6.5234,-21.2129,-58.3555,-12.191,-14.5732,-24.0565,-7.0754,-48.0064,-10.6626,-34.5423,-4.345,-4.4358,-12.2145,-9.8561,-18.5942,-10.0756,-7.2736,-6.3169,-10.6867,-11.1527,-3.8393,-4.3061,-5.9468,-2.8784,-5.8615,,-5.7499,-4.3697,-12.1525,-60.5055,-6.8393,-6.4203,-6.5437,-4.3516,-2.8607,-10.2468,-6.4969,,-5.3333,-8.2523,-5.8799,-8.8718,-68.0591,-5.1883,,-72.7433,-52.4573,-55.0615,-46.3097,-3.7242,,-3.6568,,12.31121,-4.22109,10.7434,149.94953999999998,0.9577899999999999,-1.86315,-2.08657,1.15323,0.2019,8.20917,-0.53283,-0.18042,-0.18042,-0.79072,0.83475,4.9928300000000005,-0.20695999999999998,,-2.6374,7.1853,-9.86738,15.061770000000001,3.8462300000000003,-2.93757,1.61467,-0.08666,,-6.04999,-1.8697,-8.98113,30.64576,0.57215,9.8194,,12.05338,16.219929999999998,-4.58954,0.621,-0.313,0.245,0.365,-3.023,-1.5115,-0.00018457573999,0.00874013,0.006105648281,-0.006197936151000001,0.006013360411,0.012211296562,0.00948816
100109X,0.0,0.0,8.9,23.3,-6.0,0.004487971,0.000283207,9.37e-07,0.001714743,0.0,0.000381021,4.02e-07,7.42e-05,7.2e-06,0.001762613,0.0,2.52e-05,0.002289652,0.000396104,0.0,3.93e-07,0.9974872450890542,0,-6.0000E+00,Log fO2 (log bars) [from logfO2 column],,,,,,-48.8832,-4.9763,-3.896,-4.239,-5.0449,-6.9731,-3.662,-6.7638,-9.9034,-9.06,-7.68,-5.2126,-2.8098,-22.4261,-34.9252,-33.4858,-36.356,-6.0847,,,,,,,,,,,,-8.9,-41.9581,-59.6807,-8.1893e-05,-21.178,-8.3317,,-2.4409,-12.4019,-23.7554,-11.8251,-18.5369,,,-57.8419,-12.0916,-14.3878,-24.0037,-6.4542,-47.8297,-10.5959,-34.4283,-4.3297,-4.646,,-10.0101,-18.7292,-10.2589,-7.4243,-5.188,-9.5083,-10.0003,-3.7757,-4.252,-5.9139,-2.8596,-5.7947,-7.5803,-5.7048,-4.29,-11.747,-59.9796,,,-6.4379,-4.173,-2.8011,,-6.3876,-9.8842,-5.2677,-8.1691,-5.76,-8.8772,-67.6516,-5.1646,,-72.475,-52.2619,-54.8782,-46.1364,-3.6655,-49.3482,-3.6483,,,-4.10246,11.30454,153.79046,1.061,-1.6955099999999999,-2.00284,1.25686,0.19494,8.449580000000001,-0.53995,-0.18702,-0.18702,-0.79618,0.99821,5.19744,-0.12465999999999999,-7.8227,-2.46568,,-9.74746,,4.25608,-2.45837,1.71619,,,-5.8781099999999995,-1.79845,-8.89175,,0.56519,10.09637,,12.284289999999999,16.77807,-4.50725,0.619,-0.319,,0.366,-5.1476,-2.5738,-0.00034425016508,0.00952156,0.006687610810100001,-0.0068597358926000005,0.006515485727500001,0.01337522162,0.0104054
090119S,0.0,0.0,9.0,21.6,-6.0,0.002053572,0.000115718,0.0,0.002077142,1.31e-06,0.000299923,0.0,7.1e-05,5.04e-07,0.00202812,0.0,5.51e-05,0.001227319,0.000174651,0.0,0.0,0.9978847418718435,0,-6.0000E+00,Log fO2 (log bars) [from logfO2 column],-5.9181,-33.0062,-21.3424,-36.5244,-57.0986,-49.595,-5.391,-4.1377,-4.791,-5.6658,-7.5929,-3.957,-6.9746,-10.0094,,-7.9541,-5.5625,-2.7192,-22.3961,-34.937,-33.4593,-36.3038,,,,,,,,,,,,,-9.0,-42.2447,-60.267,-5.98239e-05,-21.2746,,-21.7196,-2.7665,-12.4012,-23.8112,,,,,-58.3468,,-14.5163,-24.0325,,-48.2674,-10.7658,-34.7132,-4.6532,-4.298,-11.9796,-9.5917,-18.5715,-9.8765,-7.1285,-6.3352,-10.569,-11.1049,-4.2515,-4.8042,-6.46,-3.0854,-5.9301,,-5.8944,-4.5712,-12.0886,-60.4148,,,,-4.185,-2.7317,-10.0169,-6.2322,,-5.4991,-8.0573,-5.7447,-8.864,-68.5622,-5.1224,,-73.1432,-52.7524,-55.4319,-46.4658,-3.7158,,-4.0553,,,-4.56759,5.9658,128.0609,0.31821,-2.50785,-2.17898,0.5130600000000001,-0.30898000000000003,6.90572,-1.04349,-0.69179,-0.69179,-1.30374,-0.44569,3.776,-0.81812,,-3.3490800000000003,,-9.46974,,1.4714200000000002,-5.32455,1.03724,,,-6.82163,-2.40393,-9.081560000000001,,0.061270000000000005,6.40761,,9.721910000000001,11.327160000000001,-5.26042,0.619,,,,-2.5747,-1.2874,-0.00012143118887,0.00636287,0.004716296677300001,-0.0047770122717,0.004655581082899999,0.009432593354600002,0.00665028
140116D,0.0,0.0,9.1,27.1,-6.0,0.003978778,0.00026,0.0,0.00192,1.13e-06,0.000612,7.17e-08,0.000142,7.49e-07,0.00186,2.54e-06,0.000103,0.00243,0.000715,1.79e-07,6.56e-07,0.9964975853476741,0,-6.0000E+00,Log fO2 (log bars) [from logfO2 column],-5.991,-33.5967,-21.326,-36.42,-56.7344,-48.5434,-5.2893,-3.7526,-3.8433,-4.9158,-6.6121,-3.4443,-6.4838,-9.6063,,-7.0886,-4.7917,-2.7628,-22.2459,-34.6532,-33.2977,-36.2245,,-19.3688,-22.3206,-22.2797,-32.938,,,-21.4413,-9.6831,-7.3438,-19.522,-15.3755,-9.1,-41.328,-58.7232,-8.442950000000001e-05,-20.9662,-8.361,-21.8659,-2.5314,-12.5756,-23.8056,,,-6.8907,-21.1144,-56.6442,-13.0756,-14.2708,-23.5219,-6.2315,-47.2049,-10.5592,-34.1383,-4.1906,-4.0372,-11.7458,-9.3096,-18.0381,-9.3071,-6.6181,-6.1731,-10.4364,-10.6598,-3.6115,-4.3378,-5.779,-2.8581,-5.7444,,-5.3626,-4.0844,-11.3264,-58.5168,-5.9663,-5.8848,-7.1885,-3.8932,-2.7805,-10.1133,-6.3093,,-5.1574,-7.8227,-5.538,-8.9051,-66.6224,-4.8388,-99.2363,-71.6811,-51.8581,-54.4167,-45.3312,-3.4734,,-3.7458,,13.861139999999999,-3.53767,15.682889999999999,187.83827,1.6024100000000001,-0.6138899999999999,-1.13515,1.80053,-0.03789,10.60389,-0.77363,-0.41796000000000005,-0.41796000000000005,-1.02098,2.54408,6.04819,0.5403399999999999,,-0.90192,6.50748,-9.79214,13.74712,5.73891,-0.40863,2.02625,-1.95609,,-4.0913,-1.65333,-7.993180000000001,31.022470000000002,0.33236,12.08123,,13.99705,21.58418,-3.6201199999999996,0.596,-0.341,0.218,0.377,3.3795,1.6898,0.00023918243624000002,0.0104365,0.0070773552137,-0.0069577639955,0.0071969464318,0.014154710427,0.0118942
